,Nome,Região,Período,Resultado,ds_nome,value
5985,Razão de sexos,Itaquera (Distrito),2019,"91,5376",ITAQUERA,91.5376
5986,Razão de sexos,Itaquera (Distrito),2004,"92,4915",ITAQUERA,92.4915
5987,Razão de sexos,Itaquera (Distrito),2007,"91,7368",ITAQUERA,91.7368
5988,Razão de sexos,Itaquera (Distrito),2017,"91,3994",ITAQUERA,91.3994
5989,Razão de sexos,Itaquera (Distrito),2020,"91,6068",ITAQUERA,91.6068
5990,Razão de sexos,Itaquera (Distrito),2003,"92,727",ITAQUERA,92.727
5991,Razão de sexos,Itaquera (Distrito),2002,"92,9475",ITAQUERA,92.9475
5992,Razão de sexos,Itaquera (Distrito),2010,"90,9014",ITAQUERA,90.9014
5993,Razão de sexos,Itaquera (Distrito),2008,"91,4611",ITAQUERA,91.4611
5994,Razão de sexos,Itaquera (Distrito),2015,"91,2643",ITAQUERA,91.2643
5995,Razão de sexos,Itaquera (Distrito),2013,"91,118",ITAQUERA,91.118
5996,Razão de sexos,Itaquera (Distrito),2011,"90,9742",ITAQUERA,90.9742
5997,Razão de sexos,Itaquera (Distrito),2005,"92,25",ITAQUERA,92.25
5998,Razão de sexos,Itaquera (Distrito),2012,"91,0456",ITAQUERA,91.0456
5999,Razão de sexos,Itaquera (Distrito),2009,"91,1881",ITAQUERA,91.1881
6000,Razão de sexos,Itaquera (Distrito),2014,"91,1914",ITAQUERA,91.1914
6001,Razão de sexos,Itaquera (Distrito),2016,"91,3321",ITAQUERA,91.3321
6002,Razão de sexos,Itaquera (Distrito),2018,"91,4687",ITAQUERA,91.4687
6003,Razão de sexos,Itaquera (Distrito),2000,"93,3687",ITAQUERA,93.3687
6004,Razão de sexos,Itaquera (Distrito),2001,"93,1586",ITAQUERA,93.1586
6005,Razão de sexos,Jabaquara (Distrito),2015,"88,1365",JABAQUARA,88.1365
6006,Razão de sexos,Jabaquara (Distrito),2017,"88,3215",JABAQUARA,88.3215
6007,Razão de sexos,Jabaquara (Distrito),2002,"88,5539",JABAQUARA,88.5539
6008,Razão de sexos,Jabaquara (Distrito),2011,"87,7367",JABAQUARA,87.7367
6009,Razão de sexos,Jabaquara (Distrito),2004,"88,3623",JABAQUARA,88.3623
6010,Razão de sexos,Jabaquara (Distrito),2000,"88,7168",JABAQUARA,88.7168
6011,Razão de sexos,Jabaquara (Distrito),2019,"88,5066",JABAQUARA,88.5066
6012,Razão de sexos,Jabaquara (Distrito),2006,"88,1511",JABAQUARA,88.1511
6013,Razão de sexos,Jabaquara (Distrito),2003,"88,4641",JABAQUARA,88.4641
6014,Razão de sexos,Jabaquara (Distrito),2001,"88,6347",JABAQUARA,88.6347
6015,Razão de sexos,Jabaquara (Distrito),2016,"88,2281",JABAQUARA,88.2281
6016,Razão de sexos,Jabaquara (Distrito),2010,"87,637",JABAQUARA,87.637
6017,Razão de sexos,Jabaquara (Distrito),2009,"87,7795",JABAQUARA,87.7795
6018,Razão de sexos,Jabaquara (Distrito),2008,"87,9091",JABAQUARA,87.9091
6019,Razão de sexos,Jabaquara (Distrito),2020,"88,6007",JABAQUARA,88.6007
6020,Razão de sexos,Jabaquara (Distrito),2007,"88,0355",JABAQUARA,88.0355
6021,Razão de sexos,Jabaquara (Distrito),2014,"88,0362",JABAQUARA,88.0362
6022,Razão de sexos,Jabaquara (Distrito),2012,"87,8363",JABAQUARA,87.8363
6023,Razão de sexos,Jabaquara (Distrito),2005,"88,2607",JABAQUARA,88.2607
6024,Razão de sexos,Jabaquara (Distrito),2018,"88,4144",JABAQUARA,88.4144
6025,Razão de sexos,Jabaquara (Distrito),2013,"87,9366",JABAQUARA,87.9366
6026,Razão de sexos,Jaçanã (Distrito),2013,"23,3014",JACANA,23.3014
6027,Razão de sexos,Jaçanã (Distrito),2015,"23,0523",JACANA,23.0523
6028,Razão de sexos,Jaçanã (Distrito),2004,"24,7909",JACANA,24.7909
6029,Razão de sexos,Jaçanã (Distrito),2014,"23,1774",JACANA,23.1774
6030,Razão de sexos,Jaçanã (Distrito),2010,"23,6837",JACANA,23.6837
6031,Razão de sexos,Jaçanã (Distrito),2002,"25,2156",JACANA,25.2156
6032,Razão de sexos,Jaçanã (Distrito),2009,"23,8413",JACANA,23.8413
6033,Razão de sexos,Jaçanã (Distrito),2011,"23,5558",JACANA,23.5558
6034,Razão de sexos,Jaçanã (Distrito),2018,"22,7491",JACANA,22.7491
6035,Razão de sexos,Jaçanã (Distrito),2016,"22,9514",JACANA,22.9514
6036,Razão de sexos,Jaçanã (Distrito),2000,"25,6889",JACANA,25.6889
6037,Razão de sexos,Jaçanã (Distrito),2005,"24,6264",JACANA,24.6264
6038,Razão de sexos,Jaçanã (Distrito),2007,"24,24",JACANA,24.24
6039,Razão de sexos,Jaçanã (Distrito),2001,"25,4502",JACANA,25.4502
6040,Razão de sexos,Jaçanã (Distrito),2012,"23,4292",JACANA,23.4292
6041,Razão de sexos,Jaçanã (Distrito),2020,"90,6847",JACANA,90.6847
6042,Razão de sexos,Jaçanã (Distrito),2006,"24,4326",JACANA,24.4326
6043,Razão de sexos,Jaçanã (Distrito),2017,"22,8502",JACANA,22.8502
6044,Razão de sexos,Jaçanã (Distrito),2019,"22,6491",JACANA,22.6491
6045,Razão de sexos,Jaçanã (Distrito),2008,"24,0378",JACANA,24.0378
6046,Razão de sexos,Jaçanã (Distrito),2003,"24,9836",JACANA,24.9836
6047,Razão de sexos,Jaguara (Distrito),2004,"164,122",JAGUARA,164.122
6048,Razão de sexos,Jaguara (Distrito),2002,"158,0722",JAGUARA,158.0722
6049,Razão de sexos,Jaguara (Distrito),2003,"161,2178",JAGUARA,161.2178
6050,Razão de sexos,Jaguara (Distrito),2008,"176,1213",JAGUARA,176.1213
6051,Razão de sexos,Jaguara (Distrito),2014,"194,0308",JAGUARA,194.0308
6052,Razão de sexos,Jaguara (Distrito),2009,"179,2048",JAGUARA,179.2048
6053,Razão de sexos,Jaguara (Distrito),2016,"199,8746",JAGUARA,199.8746
6054,Razão de sexos,Jaguara (Distrito),2017,"202,6042",JAGUARA,202.6042
6055,Razão de sexos,Jaguara (Distrito),2011,"184,7978",JAGUARA,184.7978
6056,Razão de sexos,Jaguara (Distrito),2010,"181,8189",JAGUARA,181.8189
6057,Razão de sexos,Jaguara (Distrito),2005,"166,9226",JAGUARA,166.9226
6058,Razão de sexos,Jaguara (Distrito),2000,"151,9264",JAGUARA,151.9264
6059,Razão de sexos,Jaguara (Distrito),2006,"169,9245",JAGUARA,169.9245
6060,Razão de sexos,Jaguara (Distrito),2012,"187,8314",JAGUARA,187.8314
6061,Razão de sexos,Jaguara (Distrito),2015,"197,2209",JAGUARA,197.2209
6062,Razão de sexos,Jaguara (Distrito),2020,"92,3133",JAGUARA,92.3133
6063,Razão de sexos,Jaguara (Distrito),2013,"190,9063",JAGUARA,190.9063
6064,Razão de sexos,Jaguara (Distrito),2019,"208,104",JAGUARA,208.104
6065,Razão de sexos,Jaguara (Distrito),2018,"205,3397",JAGUARA,205.3397
6066,Razão de sexos,Jaguara (Distrito),2007,"172,9951",JAGUARA,172.9951
6067,Razão de sexos,Jaguara (Distrito),2001,"154,966",JAGUARA,154.966
6068,Razão de sexos,Jaguaré (Distrito),2012,"344,981",JAGUARE,344.981
6069,Razão de sexos,Jaguaré (Distrito),2018,"354,7063",JAGUARE,354.7063
6070,Razão de sexos,Jaguaré (Distrito),2004,"329,9874",JAGUARE,329.9874
6071,Razão de sexos,Jaguaré (Distrito),2013,"346,8494",JAGUARE,346.8494
6072,Razão de sexos,Jaguaré (Distrito),2002,"325,3528",JAGUARE,325.3528
6073,Razão de sexos,Jaguaré (Distrito),2003,"327,6584",JAGUARE,327.6584
6074,Razão de sexos,Jaguaré (Distrito),2005,"332,4244",JAGUARE,332.4244
6075,Razão de sexos,Jaguaré (Distrito),2010,"341,2712",JAGUARE,341.2712
6076,Razão de sexos,Jaguaré (Distrito),2001,"322,9844",JAGUARE,322.9844
6077,Razão de sexos,Jaguaré (Distrito),2011,"343,1152",JAGUARE,343.1152
6078,Razão de sexos,Jaguaré (Distrito),2007,"336,3998",JAGUARE,336.3998
6079,Razão de sexos,Jaguaré (Distrito),2009,"340,0413",JAGUARE,340.0413
6080,Razão de sexos,Jaguaré (Distrito),2020,"93,0664",JAGUARE,93.0664
6081,Razão de sexos,Jaguaré (Distrito),2008,"338,3258",JAGUARE,338.3258
6082,Razão de sexos,Jaguaré (Distrito),2014,"348,7252",JAGUARE,348.7252
6083,Razão de sexos,Jaguaré (Distrito),2019,"356,0749",JAGUARE,356.0749
6084,Razão de sexos,Jaguaré (Distrito),2015,"350,6022",JAGUARE,350.6022
6085,Razão de sexos,Jaguaré (Distrito),2000,"320,4467",JAGUARE,320.4467
6086,Razão de sexos,Jaguaré (Distrito),2017,"353,3293",JAGUARE,353.3293
6087,Razão de sexos,Jaguaré (Distrito),2006,"334,6046",JAGUARE,334.6046
6088,Razão de sexos,Jaguaré (Distrito),2016,"351,975",JAGUARE,351.975
6089,Razão de sexos,Jaraguá (Distrito),2006,"153,744",JARAGUA,153.744
6090,Razão de sexos,Jaraguá (Distrito),2001,"160,2419",JARAGUA,160.2419
6091,Razão de sexos,Jaraguá (Distrito),2002,"158,8828",JARAGUA,158.8828
6092,Razão de sexos,Jaraguá (Distrito),2007,"152,6371",JARAGUA,152.6371
6093,Razão de sexos,Jaraguá (Distrito),2012,"149,3697",JARAGUA,149.3697
6094,Razão de sexos,Jaraguá (Distrito),2000,"161,461",JARAGUA,161.461
6095,Razão de sexos,Jaraguá (Distrito),2008,"151,5222",JARAGUA,151.5222
6096,Razão de sexos,Jaraguá (Distrito),2010,"149,7241",JARAGUA,149.7241
6097,Razão de sexos,Jaraguá (Distrito),2018,"149,0445",JARAGUA,149.0445
6098,Razão de sexos,Jaraguá (Distrito),2014,"149,0184",JARAGUA,149.0184
6099,Razão de sexos,Jaraguá (Distrito),2005,"154,978",JARAGUA,154.978
6100,Razão de sexos,Jaraguá (Distrito),2009,"150,4776",JARAGUA,150.4776
6101,Razão de sexos,Jaraguá (Distrito),2017,"148,9759",JARAGUA,148.9759
6102,Razão de sexos,Jaraguá (Distrito),2011,"149,5471",JARAGUA,149.5471
6103,Razão de sexos,Jaraguá (Distrito),2013,"149,1946",JARAGUA,149.1946
6104,Razão de sexos,Jaraguá (Distrito),2003,"157,5875",JARAGUA,157.5875
6105,Razão de sexos,Jaraguá (Distrito),2019,"149,1116",JARAGUA,149.1116
6106,Razão de sexos,Jaraguá (Distrito),2020,"94,6031",JARAGUA,94.6031
6107,Razão de sexos,Jaraguá (Distrito),2016,"148,9109",JARAGUA,148.9109
6108,Razão de sexos,Jaraguá (Distrito),2015,"148,8435",JARAGUA,148.8435
6109,Razão de sexos,Jaraguá (Distrito),2004,"156,2884",JARAGUA,156.2884
6110,Razão de sexos,Jardim Ângela (Distrito),2015,"39,9836",JARDIM ANGELA,39.9836
6111,Razão de sexos,Jardim Ângela (Distrito),2010,"43,2248",JARDIM ANGELA,43.2248
6112,Razão de sexos,Jardim Ângela (Distrito),2006,"47,3951",JARDIM ANGELA,47.3951
6113,Razão de sexos,Jardim Ângela (Distrito),2012,"41,8977",JARDIM ANGELA,41.8977
6114,Razão de sexos,Jardim Ângela (Distrito),2014,"40,6113",JARDIM ANGELA,40.6113
6115,Razão de sexos,Jardim Ângela (Distrito),2000,"54,541",JARDIM ANGELA,54.541
6116,Razão de sexos,Jardim Ângela (Distrito),2020,"94,7452",JARDIM ANGELA,94.7452
6117,Razão de sexos,Jardim Ângela (Distrito),2005,"48,5636",JARDIM ANGELA,48.5636
6118,Razão de sexos,Jardim Ângela (Distrito),2019,"38,3515",JARDIM ANGELA,38.3515
6119,Razão de sexos,Jardim Ângela (Distrito),2018,"38,7533",JARDIM ANGELA,38.7533
6120,Razão de sexos,Jardim Ângela (Distrito),2003,"50,8686",JARDIM ANGELA,50.8686
6121,Razão de sexos,Jardim Ângela (Distrito),2009,"44,0896",JARDIM ANGELA,44.0896
6122,Razão de sexos,Jardim Ângela (Distrito),2008,"45,1558",JARDIM ANGELA,45.1558
6123,Razão de sexos,Jardim Ângela (Distrito),2013,"41,2497",JARDIM ANGELA,41.2497
6124,Razão de sexos,Jardim Ângela (Distrito),2017,"39,1591",JARDIM ANGELA,39.1591
6125,Razão de sexos,Jardim Ângela (Distrito),2011,"42,5559",JARDIM ANGELA,42.5559
6126,Razão de sexos,Jardim Ângela (Distrito),2001,"53,2856",JARDIM ANGELA,53.2856
6127,Razão de sexos,Jardim Ângela (Distrito),2016,"39,5687",JARDIM ANGELA,39.5687
6128,Razão de sexos,Jardim Ângela (Distrito),2002,"52,0654",JARDIM ANGELA,52.0654
6129,Razão de sexos,Jardim Ângela (Distrito),2007,"46,2637",JARDIM ANGELA,46.2637
6130,Razão de sexos,Jardim Ângela (Distrito),2004,"49,7113",JARDIM ANGELA,49.7113
6131,Razão de sexos,Jardim Helena (Distrito),2012,"57,2418",JARDIM HELENA,57.2418
6132,Razão de sexos,Jardim Helena (Distrito),2003,"51,8378",JARDIM HELENA,51.8378
6133,Razão de sexos,Jardim Helena (Distrito),2005,"53,1413",JARDIM HELENA,53.1413
6134,Razão de sexos,Jardim Helena (Distrito),2002,"51,2547",JARDIM HELENA,51.2547
6135,Razão de sexos,Jardim Helena (Distrito),2008,"55,2193",JARDIM HELENA,55.2193
6136,Razão de sexos,Jardim Helena (Distrito),2016,"58,4858",JARDIM HELENA,58.4858
6137,Razão de sexos,Jardim Helena (Distrito),2015,"58,3882",JARDIM HELENA,58.3882
6138,Razão de sexos,Jardim Helena (Distrito),2017,"58,5834",JARDIM HELENA,58.5834
6139,Razão de sexos,Jardim Helena (Distrito),2013,"57,6209",JARDIM HELENA,57.6209
6140,Razão de sexos,Jardim Helena (Distrito),2001,"50,7133",JARDIM HELENA,50.7133
6141,Razão de sexos,Jardim Helena (Distrito),2018,"58,6814",JARDIM HELENA,58.6814
6142,Razão de sexos,Jardim Helena (Distrito),2006,"53,8145",JARDIM HELENA,53.8145
6143,Razão de sexos,Jardim Helena (Distrito),2004,"52,467",JARDIM HELENA,52.467
6144,Razão de sexos,Jardim Helena (Distrito),2009,"55,9755",JARDIM HELENA,55.9755
6145,Razão de sexos,Jardim Helena (Distrito),2014,"58,0035",JARDIM HELENA,58.0035
6146,Razão de sexos,Jardim Helena (Distrito),2019,"58,7802",JARDIM HELENA,58.7802
6147,Razão de sexos,Jardim Helena (Distrito),2000,"50,2691",JARDIM HELENA,50.2691
6148,Razão de sexos,Jardim Helena (Distrito),2010,"56,4901",JARDIM HELENA,56.4901
6149,Razão de sexos,Jardim Helena (Distrito),2011,"56,8638",JARDIM HELENA,56.8638
6150,Razão de sexos,Jardim Helena (Distrito),2007,"54,4872",JARDIM HELENA,54.4872
6151,Razão de sexos,Jardim Helena (Distrito),2020,"82,4598",JARDIM HELENA,82.4598
6152,Razão de sexos,Jardim Paulista (Distrito),2012,"264,7735",JARDIM PAULISTA,264.7735
6153,Razão de sexos,Jardim Paulista (Distrito),2004,"249,0398",JARDIM PAULISTA,249.0398
6154,Razão de sexos,Jardim Paulista (Distrito),2016,"274,4973",JARDIM PAULISTA,274.4973
6155,Razão de sexos,Jardim Paulista (Distrito),2009,"258,1857",JARDIM PAULISTA,258.1857
6156,Razão de sexos,Jardim Paulista (Distrito),2017,"276,9225",JARDIM PAULISTA,276.9225
6157,Razão de sexos,Jardim Paulista (Distrito),2018,"279,375",JARDIM PAULISTA,279.375
6158,Razão de sexos,Jardim Paulista (Distrito),2020,"92,832",JARDIM PAULISTA,92.832
6159,Razão de sexos,Jardim Paulista (Distrito),2008,"256,5826",JARDIM PAULISTA,256.5826
6160,Razão de sexos,Jardim Paulista (Distrito),2000,"239,6734",JARDIM PAULISTA,239.6734
6161,Razão de sexos,Jardim Paulista (Distrito),2015,"272,0951",JARDIM PAULISTA,272.0951
6162,Razão de sexos,Jardim Paulista (Distrito),2001,"242,4082",JARDIM PAULISTA,242.4082
6163,Razão de sexos,Jardim Paulista (Distrito),2014,"269,6327",JARDIM PAULISTA,269.6327
6164,Razão de sexos,Jardim Paulista (Distrito),2005,"251,0084",JARDIM PAULISTA,251.0084
6165,Razão de sexos,Jardim Paulista (Distrito),2003,"246,8796",JARDIM PAULISTA,246.8796
6166,Razão de sexos,Jardim Paulista (Distrito),2007,"254,8525",JARDIM PAULISTA,254.8525
6167,Razão de sexos,Jardim Paulista (Distrito),2002,"244,6376",JARDIM PAULISTA,244.6376
6168,Razão de sexos,Jardim Paulista (Distrito),2010,"259,9976",JARDIM PAULISTA,259.9976
6169,Razão de sexos,Jardim Paulista (Distrito),2013,"267,1929",JARDIM PAULISTA,267.1929
6170,Razão de sexos,Jardim Paulista (Distrito),2006,"252,9921",JARDIM PAULISTA,252.9921
6171,Razão de sexos,Jardim Paulista (Distrito),2011,"262,3729",JARDIM PAULISTA,262.3729
6172,Razão de sexos,Jardim Paulista (Distrito),2019,"281,8438",JARDIM PAULISTA,281.8438
6173,Razão de sexos,Jardim São Luís (Distrito),2015,"30,8911",JARDIM SAO LUIS,30.8911
6174,Razão de sexos,Jardim São Luís (Distrito),2007,"33,1101",JARDIM SAO LUIS,33.1101
6175,Razão de sexos,Jardim São Luís (Distrito),2004,"34,1469",JARDIM SAO LUIS,34.1469
6176,Razão de sexos,Jardim São Luís (Distrito),2002,"34,8577",JARDIM SAO LUIS,34.8577
6177,Razão de sexos,Jardim São Luís (Distrito),2000,"35,5226",JARDIM SAO LUIS,35.5226
6178,Razão de sexos,Jardim São Luís (Distrito),2001,"35,1644",JARDIM SAO LUIS,35.1644
6179,Razão de sexos,Jardim São Luís (Distrito),2008,"32,7698",JARDIM SAO LUIS,32.7698
6180,Razão de sexos,Jardim São Luís (Distrito),2003,"34,5202",JARDIM SAO LUIS,34.5202
6181,Razão de sexos,Jardim São Luís (Distrito),2017,"30,4918",JARDIM SAO LUIS,30.4918
6182,Razão de sexos,Jardim São Luís (Distrito),2005,"33,7796",JARDIM SAO LUIS,33.7796
6183,Razão de sexos,Jardim São Luís (Distrito),2018,"30,2938",JARDIM SAO LUIS,30.2938
6184,Razão de sexos,Jardim São Luís (Distrito),2012,"31,6124",JARDIM SAO LUIS,31.6124
6185,Razão de sexos,Jardim São Luís (Distrito),2010,"32,1021",JARDIM SAO LUIS,32.1021
6186,Razão de sexos,Jardim São Luís (Distrito),2019,"30,0978",JARDIM SAO LUIS,30.0978
6187,Razão de sexos,Jardim São Luís (Distrito),2014,"31,1296",JARDIM SAO LUIS,31.1296
6188,Razão de sexos,Jardim São Luís (Distrito),2016,"30,6904",JARDIM SAO LUIS,30.6904
6189,Razão de sexos,Jardim São Luís (Distrito),2020,"90,1495",JARDIM SAO LUIS,90.1495
6190,Razão de sexos,Jardim São Luís (Distrito),2006,"33,4412",JARDIM SAO LUIS,33.4412
6191,Razão de sexos,Jardim São Luís (Distrito),2011,"31,8565",JARDIM SAO LUIS,31.8565
6192,Razão de sexos,Jardim São Luís (Distrito),2013,"31,3701",JARDIM SAO LUIS,31.3701
6193,Razão de sexos,Jardim São Luís (Distrito),2009,"32,4333",JARDIM SAO LUIS,32.4333
6194,Razão de sexos,José Bonifácio (Distrito),2010,"88,8894",JOSE BONIFACIO,88.8894
6195,Razão de sexos,José Bonifácio (Distrito),2013,"89,1131",JOSE BONIFACIO,89.1131
6196,Razão de sexos,José Bonifácio (Distrito),2007,"89,4105",JOSE BONIFACIO,89.4105
6197,Razão de sexos,José Bonifácio (Distrito),2006,"89,5671",JOSE BONIFACIO,89.5671
6198,Razão de sexos,José Bonifácio (Distrito),2009,"89,0949",JOSE BONIFACIO,89.0949
6199,Razão de sexos,José Bonifácio (Distrito),2018,"89,4656",JOSE BONIFACIO,89.4656
6200,Razão de sexos,José Bonifácio (Distrito),2017,"89,3976",JOSE BONIFACIO,89.3976
6201,Razão de sexos,José Bonifácio (Distrito),2015,"89,2639",JOSE BONIFACIO,89.2639
6202,Razão de sexos,José Bonifácio (Distrito),2005,"89,6867",JOSE BONIFACIO,89.6867
6203,Razão de sexos,José Bonifácio (Distrito),2014,"89,1888",JOSE BONIFACIO,89.1888
6204,Razão de sexos,José Bonifácio (Distrito),2003,"89,9143",JOSE BONIFACIO,89.9143
6205,Razão de sexos,José Bonifácio (Distrito),2000,"90,1758",JOSE BONIFACIO,90.1758
6206,Razão de sexos,José Bonifácio (Distrito),2008,"89,264",JOSE BONIFACIO,89.264
6207,Razão de sexos,José Bonifácio (Distrito),2004,"89,8127",JOSE BONIFACIO,89.8127
6208,Razão de sexos,José Bonifácio (Distrito),2011,"88,9632",JOSE BONIFACIO,88.9632
6209,Razão de sexos,José Bonifácio (Distrito),2020,"89,6008",JOSE BONIFACIO,89.6008
6210,Razão de sexos,José Bonifácio (Distrito),2012,"89,0378",JOSE BONIFACIO,89.0378
6211,Razão de sexos,José Bonifácio (Distrito),2019,"89,5328",JOSE BONIFACIO,89.5328
6212,Razão de sexos,José Bonifácio (Distrito),2002,"90,0065",JOSE BONIFACIO,90.0065
6213,Razão de sexos,José Bonifácio (Distrito),2016,"89,329",JOSE BONIFACIO,89.329
6214,Razão de sexos,José Bonifácio (Distrito),2001,"90,096",JOSE BONIFACIO,90.096
6215,Razão de sexos,Lajeado (Distrito),2009,"94,2668",LAJEADO,94.2668
6216,Razão de sexos,Lajeado (Distrito),2010,"93,9898",LAJEADO,93.9898
6217,Razão de sexos,Lajeado (Distrito),2008,"94,5262",LAJEADO,94.5262
6218,Razão de sexos,Lajeado (Distrito),2004,"95,484",LAJEADO,95.484
6219,Razão de sexos,Lajeado (Distrito),2000,"96,3088",LAJEADO,96.3088
6220,Razão de sexos,Lajeado (Distrito),2002,"95,9175",LAJEADO,95.9175
6221,Razão de sexos,Lajeado (Distrito),2020,"94,6828",LAJEADO,94.6828
6222,Razão de sexos,Lajeado (Distrito),2017,"94,489",LAJEADO,94.489
6223,Razão de sexos,Lajeado (Distrito),2005,"95,2592",LAJEADO,95.2592
6224,Razão de sexos,Lajeado (Distrito),2011,"94,0645",LAJEADO,94.0645
6225,Razão de sexos,Lajeado (Distrito),2012,"94,1383",LAJEADO,94.1383
6226,Razão de sexos,Lajeado (Distrito),2018,"94,5539",LAJEADO,94.5539
6227,Razão de sexos,Lajeado (Distrito),2006,"95,0234",LAJEADO,95.0234
6228,Razão de sexos,Lajeado (Distrito),2003,"95,7077",LAJEADO,95.7077
6229,Razão de sexos,Lajeado (Distrito),2019,"94,6182",LAJEADO,94.6182
6230,Razão de sexos,Lajeado (Distrito),2015,"94,3626",LAJEADO,94.3626
6231,Razão de sexos,Lajeado (Distrito),2001,"96,1178",LAJEADO,96.1178
6232,Razão de sexos,Lajeado (Distrito),2014,"94,2879",LAJEADO,94.2879
6233,Razão de sexos,Lajeado (Distrito),2013,"94,2135",LAJEADO,94.2135
6234,Razão de sexos,Lajeado (Distrito),2016,"94,4255",LAJEADO,94.4255
6235,Razão de sexos,Lajeado (Distrito),2007,"94,7752",LAJEADO,94.7752
6236,Razão de sexos,Lapa (Distrito),2007,"83,3424",LAPA,83.3424
6237,Razão de sexos,Lapa (Distrito),2000,"82,2279",LAPA,82.2279
6238,Razão de sexos,Lapa (Distrito),2006,"83,1983",LAPA,83.1983
6239,Razão de sexos,Lapa (Distrito),2001,"82,3886",LAPA,82.3886
6240,Razão de sexos,Lapa (Distrito),2015,"84,9913",LAPA,84.9913
6241,Razão de sexos,Lapa (Distrito),2010,"83,7281",LAPA,83.7281
6242,Razão de sexos,Lapa (Distrito),2012,"84,2321",LAPA,84.2321
6243,Razão de sexos,Lapa (Distrito),2005,"83,0326",LAPA,83.0326
6244,Razão de sexos,Lapa (Distrito),2003,"82,7099",LAPA,82.7099
6245,Razão de sexos,Lapa (Distrito),2014,"84,7371",LAPA,84.7371
6246,Razão de sexos,Lapa (Distrito),2008,"83,4837",LAPA,83.4837
6247,Razão de sexos,Lapa (Distrito),2016,"85,2006",LAPA,85.2006
6248,Razão de sexos,Lapa (Distrito),2017,"85,4123",LAPA,85.4123
6249,Razão de sexos,Lapa (Distrito),2018,"85,6261",LAPA,85.6261
6250,Razão de sexos,Lapa (Distrito),2004,"82,8762",LAPA,82.8762
6251,Razão de sexos,Lapa (Distrito),2009,"83,6247",LAPA,83.6247
6252,Razão de sexos,Lapa (Distrito),2019,"85,8401",LAPA,85.8401
6253,Razão de sexos,Lapa (Distrito),2011,"83,9807",LAPA,83.9807
6254,Razão de sexos,Lapa (Distrito),2013,"84,4814",LAPA,84.4814
6255,Razão de sexos,Lapa (Distrito),2002,"82,5512",LAPA,82.5512
6256,Razão de sexos,Lapa (Distrito),2020,"86,051",LAPA,86.051
6257,Razão de sexos,Liberdade (Distrito),2007,"84,0508",LIBERDADE,84.0508
6258,Razão de sexos,Liberdade (Distrito),2004,"83,0708",LIBERDADE,83.0708
6259,Razão de sexos,Liberdade (Distrito),2001,"82,0886",LIBERDADE,82.0886
6260,Razão de sexos,Liberdade (Distrito),2019,"86,7623",LIBERDADE,86.7623
6261,Razão de sexos,Liberdade (Distrito),2017,"86,409",LIBERDADE,86.409
6262,Razão de sexos,Liberdade (Distrito),2016,"86,2381",LIBERDADE,86.2381
6263,Razão de sexos,Liberdade (Distrito),2008,"84,3604",LIBERDADE,84.3604
6264,Razão de sexos,Liberdade (Distrito),2000,"81,7718",LIBERDADE,81.7718
6265,Razão de sexos,Liberdade (Distrito),2018,"86,5836",LIBERDADE,86.5836
6266,Razão de sexos,Liberdade (Distrito),2013,"85,6299",LIBERDADE,85.6299
6267,Razão de sexos,Liberdade (Distrito),2010,"84,9877",LIBERDADE,84.9877
6268,Razão de sexos,Liberdade (Distrito),2014,"85,8477",LIBERDADE,85.8477
6269,Razão de sexos,Liberdade (Distrito),2009,"84,6781",LIBERDADE,84.6781
6270,Razão de sexos,Liberdade (Distrito),2005,"83,3999",LIBERDADE,83.3999
6271,Razão de sexos,Liberdade (Distrito),2003,"82,7508",LIBERDADE,82.7508
6272,Razão de sexos,Liberdade (Distrito),2012,"85,4174",LIBERDADE,85.4174
6273,Razão de sexos,Liberdade (Distrito),2002,"82,4238",LIBERDADE,82.4238
6274,Razão de sexos,Liberdade (Distrito),2020,"86,937",LIBERDADE,86.937
6275,Razão de sexos,Liberdade (Distrito),2015,"86,0631",LIBERDADE,86.0631
6276,Razão de sexos,Liberdade (Distrito),2011,"85,2026",LIBERDADE,85.2026
6277,Razão de sexos,Liberdade (Distrito),2006,"83,7252",LIBERDADE,83.7252
6278,Razão de sexos,Limão (Distrito),2019,"87,6559",LIMAO,87.6559
6279,Razão de sexos,Limão (Distrito),2000,"89,1637",LIMAO,89.1637
6280,Razão de sexos,Limão (Distrito),2014,"86,9515",LIMAO,86.9515
6281,Razão de sexos,Limão (Distrito),2020,"87,795",LIMAO,87.795
6282,Razão de sexos,Limão (Distrito),2013,"86,8064",LIMAO,86.8064
6283,Razão de sexos,Limão (Distrito),2017,"87,3789",LIMAO,87.3789
6284,Razão de sexos,Limão (Distrito),2015,"87,1013",LIMAO,87.1013
6285,Razão de sexos,Limão (Distrito),2006,"87,5889",LIMAO,87.5889
6286,Razão de sexos,Limão (Distrito),2012,"86,6595",LIMAO,86.6595
6287,Razão de sexos,Limão (Distrito),2010,"86,3649",LIMAO,86.3649
6288,Razão de sexos,Limão (Distrito),2011,"86,5111",LIMAO,86.5111
6289,Razão de sexos,Limão (Distrito),2016,"87,2414",LIMAO,87.2414
6290,Razão de sexos,Limão (Distrito),2001,"88,9211",LIMAO,88.9211
6291,Razão de sexos,Limão (Distrito),2009,"86,6897",LIMAO,86.6897
6292,Razão de sexos,Limão (Distrito),2008,"86,9906",LIMAO,86.9906
